Country Name	"Country Code"	"Series Name"	"Series Code"	"1960 [YR1960]"	"1961 [YR1961]"	"1962 [YR1962]"	"1963 [YR1963]"	"1964 [YR1964]"	"1965 [YR1965]"	"1966 [YR1966]"	"1967 [YR1967]"	"1968 [YR1968]"	"1969 [YR1969]"	"1970 [YR1970]"	"1971 [YR1971]"	"1972 [YR1972]"	"1973 [YR1973]"	"1974 [YR1974]"	"1975 [YR1975]"	"1976 [YR1976]"	"1977 [YR1977]"	"1978 [YR1978]"	"1979 [YR1979]"	"1980 [YR1980]"	"1981 [YR1981]"	"1982 [YR1982]"	"1983 [YR1983]"	"1984 [YR1984]"	"1985 [YR1985]"	"1986 [YR1986]"	"1987 [YR1987]"	"1988 [YR1988]"	"1989 [YR1989]"	"1990 [YR1990]"	"1991 [YR1991]"	"1992 [YR1992]"	"1993 [YR1993]"	"1994 [YR1994]"	"1995 [YR1995]"	"1996 [YR1996]"	"1997 [YR1997]"	"1998 [YR1998]"	"1999 [YR1999]"	"2000 [YR2000]"	"2001 [YR2001]"	"2002 [YR2002]"	"2003 [YR2003]"	"2004 [YR2004]"	"2005 [YR2005]"	"2006 [YR2006]"	"2007 [YR2007]"	"2008 [YR2008]"	"2009 [YR2009]"	"2010 [YR2010]"	"2011 [YR2011]"	"2012 [YR2012]"	"2013 [YR2013]"	"2014 [YR2014]"	"2015 [YR2015]"	"2016 [YR2016]"	"2017 [YR2017]"	"2018 [YR2018]"	"2019 [YR2019]"	"2020 [YR2020]"	"2021 [YR2021]"
Afghanistan	"AFG"	"People practicing open defecation (% of population)"	"SH.STA.ODFC.ZS"	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	"25.80310706"	"25.78057859"	"24.98285596"	"24.18598856"	"23.3771269"	"22.55681375"	"21.73816125"	"20.92096944"	"20.10547686"	"19.29169921"	"18.47965037"	"17.66914391"	"16.86040266"	"16.05344168"	"15.24827559"	"14.44473346"	"13.6430225"	"12.8668456"	"12.17017227"	"11.47563902"	"10.78376141"	".."
Afghanistan	"AFG"	"Life expectancy at birth, total (years)"	"SP.DYN.LE00.IN"	"32.535"	"33.068"	"33.547"	"34.016"	"34.494"	"34.953"	"35.453"	"35.924"	"36.418"	"36.91"	"37.418"	"37.923"	"38.444"	"39.003"	"39.55"	"40.1"	"40.645"	"41.228"	"40.271"	"39.086"	"39.618"	"40.164"	"37.766"	"38.187"	"33.329"	"33.55"	"39.396"	"39.844"	"43.958"	"45.158"	"45.967"	"46.663"	"47.596"	"51.466"	"51.495"	"52.544"	"53.243"	"53.634"	"52.943"	"54.846"	"55.298"	"55.798"	"56.454"	"57.344"	"57.944"	"58.361"	"58.684"	"59.111"	"59.852"	"60.364"	"60.851"	"61.419"	"61.923"	"62.417"	"62.545"	"62.659"	"63.136"	"63.016"	"63.081"	"63.565"	"62.575"	".."
Afghanistan	"AFG"	"Current health expenditure per capita (current US$)"	"SH.XPD.CHEX.PC.CD"	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	"15.80316353"	"17.03574371"	"20.4127636"	"23.89050102"	"27.83657074"	"31.27183914"	"38.10266113"	"41.72274399"	"44.99053192"	"50.85347366"	"51.44026184"	"55.03462982"	"59.00893402"	"58.90652847"	"60.18867111"	"65.70602417"	"69.99860382"	"65.80603027"	".."	".."
Afghanistan	"AFG"	"Total greenhouse gas emissions (kt of CO2 equivalent)"	"EN.ATM.GHGT.KT.CE"	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	"11970"	"12199.9998092651"	"11420.0000762939"	"11500"	"11539.999961853"	"11970.0002670288"	"13000"	"13970.0002670288"	"14789.999961853"	"15670.0000762939"	"13890.0003433228"	"12250"	"14890.0003433228"	"15529.9997329712"	"15310.0004196167"	"16229.9995422363"	"16739.9997711182"	"17139.9993896484"	"20540.0009155273"	"22629.9991607666"	"27120.0008392334"	"29409.9998474121"	"28799.9992370605"	"27020.0004577637"	"26760.0002288818"	"27090.0001525879"	"26889.9993896484"	"26530.0006866455"	"27690.0005340576"	"28639.9993896484"	".."	".."
Afghanistan	"AFG"	"Population density (people per sq. km of land area)"	"EN.POP.DNST"	".."	"13.4770556398816"	"13.7513561167073"	"14.0402388727903"	"14.3438878923079"	"14.6652975177468"	"14.9995354399522"	"15.3473927908866"	"15.7119114422826"	"16.0901660457201"	"16.4864710301581"	"16.8895282339052"	"17.3048663814912"	"17.7472747343728"	"18.1989160265551"	"18.6397221838922"	"19.050437729022"	"19.4521886451099"	"19.8378823421186"	"19.9107201447342"	"19.1445211045183"	"17.1031614614476"	"15.4673796053539"	"15.2575763151036"	"15.7056345154317"	"16.1173527743281"	"16.0195667172623"	"15.8268678227006"	"15.9199362188185"	"16.3641169526087"	"16.3972770341751"	"16.4745059258237"	"18.486474096561"	"21.4705855296444"	"23.6964797694065"	"25.1735001456541"	"26.2278567376539"	"27.2738435827852"	"28.3536973153642"	"29.5338254910078"	"29.963328887049"	"30.1866396823207"	"32.1976235377091"	"34.7195467856431"	"36.112339205495"	"37.4272741210923"	"39.0091593456296"	"39.7149793784401"	"40.5182205663646"	"41.9871931680542"	"43.2204467749107"	"44.8448507428361"	"46.7112506324456"	"48.3590282569032"	"50.160541526762"	"51.7509145546816"	"53.1042837649295"	"54.6485411587937"	"56.2482314520951"	"57.9082516903546"	"59.7522806371985"	".."
Afghanistan	"AFG"	"Terrestrial and marine protected areas (% of total territorial area)"	"ER.PTD.TOTL.ZS"	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	"0.104707040342723"	"0.104707034792812"	"0.104707034792812"	"0.104707034772672"	"3.6372565953286"	"3.6372565953286"
Afghanistan	"AFG"	"Agricultural land (% of land area)"	"AG.LND.AGRI.ZS"	".."	"57.8016957208347"	"57.8936878095151"	"57.9703478834154"	"58.0669395765298"	"58.0700059794858"	"58.12826763565"	"58.2294589331984"	"58.2309921346764"	"58.2555233583245"	"58.2708553731046"	"58.3168514174448"	"58.3321834322248"	"58.3352498351808"	"58.3352498351808"	"58.3352498351808"	"58.3352498351808"	"58.3383162381369"	"58.3383162381369"	"58.3367830366588"	"58.3367830366588"	"58.3429158425709"	"58.3444490440489"	"58.3444490440489"	"58.3444490440489"	"58.3444490440489"	"58.3444490440489"	"58.3306502307468"	"58.3229842233568"	"58.3229842233568"	"58.3229842233568"	"58.3076522085767"	"58.3076522085767"	"58.1604648666881"	"57.9749474878494"	"57.882955399169"	"57.881422197691"	"57.9396838538552"	"58.0577403676617"	"57.882955399169"	"57.882955399169"	"57.882955399169"	"57.882955399169"	"58.123668031216"	"58.125201232694"	"58.123668031216"	"58.123668031216"	"58.123668031216"	"58.123668031216"	"58.123668031216"	"58.125201232694"	"58.123668031216"	"58.123668031216"	"58.123668031216"	"58.123668031216"	"58.123668031216"	"58.123668031216"	"58.123668031216"	"58.2769881790166"	"58.2769881790166"	"58.8074758904068"	".."
Albania	"ALB"	"People practicing open defecation (% of population)"	"SH.STA.ODFC.ZS"	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	"0.888852778"	"0.836397052"	"0.781898762"	"0.728191005"	"0.675280758"	"0.623198199"	"0.571934833"	"0.521500352"	"0.471902868"	"0.423170008"	"0.375274153"	"0.32823482"	"0.282042419"	"0.236762285"	"0.139691059"	"0.109372147"	"0.080385895"	"0.052687812"	"0"	"0"	"0"	".."
Albania	"ALB"	"Life expectancy at birth, total (years)"	"SP.DYN.LE00.IN"	"54.439"	"55.634"	"56.671"	"57.844"	"58.983"	"60.019"	"60.998"	"61.972"	"62.946"	"63.923"	"64.824"	"65.618"	"66.422"	"67.14"	"67.769"	"68.328"	"68.704"	"69.121"	"69.309"	"69.584"	"70.478"	"70.73"	"71.023"	"71.296"	"71.502"	"71.656"	"71.95"	"72.352"	"72.641"	"72.88"	"73.144"	"73.378"	"73.715"	"73.939"	"74.131"	"74.362"	"74.592"	"73.904"	"74.99"	"75.183"	"75.404"	"75.639"	"75.89"	"76.142"	"76.376"	"76.621"	"76.816"	"77.549"	"77.653"	"77.781"	"77.936"	"78.092"	"78.064"	"78.123"	"78.407"	"78.644"	"78.86"	"79.047"	"79.184"	"79.282"	"76.989"	".."
Albania	"ALB"	"Current health expenditure per capita (current US$)"	"SH.XPD.CHEX.PC.CD"	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	".."	"80.61695099"	"89.58073425"	"96.27111816"	"125.98797607"	"156.56817627"	"165.2653656"	"174.53024292"	"222.30366516"	"220.46424866"	"186.44281006"	"192.0032196"	"211.07551575"	"213.71974182"	"236.95796204"	"251.35826111"	"192.88513184"	"202.01332092"	"226.28067017"	"274.91409302"	".."	".."	".."
